File;Group;Number in Group;Row;Column;X;Y;Width;Height;Notes;Tags;Number per file
blupi000.blp;?;1;17;1;96;335;33;51;;auto:table_icon_blupi;17
blupi000.blp;ACTION_JUMP;1;18;1;108;91;37;43;beginning to jump | also used by: ACTION_TAKESKATE(2x), ACTION_DEPOSESKATE(2x);auto:table_blupi;18
blupi000.blp;ACTION_STOPMARCH;2;19;1;527;185;37;49;also used by: ACTION_JUMP(1x), ACTION_TAKESKATE(2x), ACTION_DEPOSESKATE(2x);auto:table_blupi;19
blupi000.blp;ACTION_STOPMARCH;1;20;1;564;185;37;49;also used by: ACTION_STOPMARCH(1x), ACTION_JUMP(1x), ACTION_TAKESKATE(2x), ACTION_DEPOSESKATE(2x);auto:table_blupi;20
blupi000.blp;?;1;21;1;145;91;37;43;;auto:table_icon_blupi;21
blupi000.blp;?;1;22;1;601;185;37;49;;auto:table_icon_blupi;22
blupi000.blp;?;1;23;1;0;387;36;52;;auto:table_icon_blupi;23
blupi000.blp;ACTION_STOP;6;24;1;590;234;32;50;stand still | part of a 330-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOP(55x), ACTION_MOCKERY(9x), ACTION_MOCKERYi(9x);auto:table_blupi;24
blupi000.blp;?;1;25;1;622;234;32;50;;auto:table_icon_blupi;25
blupi000.blp;ACTION_BYE;1;26;1;541;494;33;57;"au au" | also used by: ACTION_BYE(1x);auto:table_blupi;26
blupi000.blp;ACTION_AIR;2;27;1;433;137;33;48;also used by: ACTION_VERTIGO(1x);auto:table_blupi;27
blupi000.blp;ACTION_AIR;5;28;1;362;185;33;49;also used by: ACTION_VERTIGO(1x);auto:table_blupi;28
blupi000.blp;ACTION_VERTIGO;7;29;1;73;137;36;47;"whoops";auto:table_blupi;29
blupi000.blp;ACTION_BYE;3;30;1;219;551;34;58;"au au" | also used by: ACTION_BYE(3x), ACTION_TELEPORTE(1x);auto:table_blupi;30
blupi000.blp;?;1;31;1;273;137;32;48;;auto:table_icon_blupi;31
blupi000.blp;?;1;32;1;395;185;33;49;;auto:table_icon_blupi;32
blupi000.blp;?;1;33;1;0;137;36;46;;auto:table_icon_blupi;33
blupi000.blp;ACTION_STOPJUMP;5;34;1;138;284;36;50;also used by: ACTION_DOWN(1x);auto:table_blupi;34
blupi000.blp;ACTION_STOPJUMP;1;35;1;252;91;36;44;also used by: ACTION_STOPJUMP(2x), ACTION_STOPJUMPh(1x), ACTION_DOWN(1x);auto:table_blupi;35
blupi000.blp;ACTION_STOPJUMP;2;36;1;0;91;37;39;also used by: ACTION_STOPJUMPh(1x), ACTION_DOWN(1x);auto:table_blupi;36
blupi000.blp;?;1;37;1;598;137;36;48;;auto:table_icon_blupi;37
blupi000.blp;?;1;38;1;288;91;36;44;;auto:table_icon_blupi;38
blupi000.blp;?;1;39;1;37;91;37;39;;auto:table_icon_blupi;39
blupi000.blp;ACTION_MARCHNAGE;13;40;1;0;57;47;32;swimming in deep water | also used by: ACTION_MARCHNAGE(1x);auto:table_blupi;40
blupi000.blp;ACTION_CLEAR1;1;41;1;673;25;46;32;part of a 70-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_CLEAR1(19x), ACTION_CLEAR3(20x), ACTION_ELECTRO(20x);auto:table_blupi;41
blupi000.blp;ACTION_WIN;1;42;1;305;137;32;48;also used by: ACTION_WIN(1x), ACTION_CLEAR1(10x), ACTION_CLEAR3(10x), ACTION_ELECTRO(10x);auto:table_blupi;42
blupi000.blp;ACTION_WIN;3;43;1;68;284;35;50;also used by: ACTION_WIN(1x), ACTION_CLEAR1(3x), ACTION_ELECTRO(3x);auto:table_blupi;43
blupi000.blp;ACTION_WIN;5;44;1;169;440;40;54;also used by: ACTION_WIN(1x), ACTION_CLEAR1(3x), ACTION_ELECTRO(3x);auto:table_blupi;44
blupi000.blp;ACTION_UP;1;45;1;738;284;32;51;look up | also used by: ACTION_CLEAR1(3x), ACTION_ELECTRO(3x);auto:table_blupi;45
blupi000.blp;ACTION_CLEAR1;40;46;1;644;284;31;51;part of a 70-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_CLEAR1(2x), ACTION_ELECTRO(3x);auto:table_blupi;46
blupi000.blp;ACTION_CLEAR1;43;47;1;288;494;42;55;part of a 70-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_CLEAR1(13x), ACTION_BYE(4x), ACTION_ELECTRO(10x), ACTION_TELEPORTE(1x);auto:table_blupi;47
blupi000.blp;ACTION_CLEAR1;45;48;1;435;387;51;52;part of a 70-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_CLEAR1(13x), ACTION_BYE(2x), ACTION_ELECTRO(8x), ACTION_TELEPORTE(1x);auto:table_blupi;48
blupi000.blp;?;1;49;1;779;0;17;25;;auto:table_icon_blupi;49
blupi000.blp;ACTION_PUSH;1;50;1;570;91;39;45;pushing a case;auto:table_blupi;50
blupi000.blp;ACTION_PUSH;2;51;1;737;91;34;46;pushing a case;auto:table_blupi;51
blupi000.blp;ACTION_PUSH;3;52;1;182;91;35;44;pushing a case;auto:table_blupi;52
blupi000.blp;ACTION_PUSH;4;53;1;36;137;37;46;pushing a case;auto:table_blupi;53
blupi000.blp;ACTION_PUSH;5;54;1;357;91;34;45;pushing a case;auto:table_blupi;54
blupi000.blp;ACTION_PUSH;6;55;1;460;91;36;45;pushing a case;auto:table_blupi;55
blupi000.blp;?;1;56;1;496;91;37;45;;auto:table_icon_blupi;56
blupi000.blp;?;1;57;1;391;91;34;45;;auto:table_icon_blupi;57
blupi000.blp;?;1;58;1;217;91;35;44;;auto:table_icon_blupi;58
blupi000.blp;?;1;59;1;533;91;37;45;;auto:table_icon_blupi;59
blupi000.blp;?;1;60;1;324;91;33;45;;auto:table_icon_blupi;60
blupi000.blp;?;1;61;1;425;91;35;45;;auto:table_icon_blupi;61
blupi000.blp;ACTION_STOPHELICO;1;62;1;683;846;48;60;also used by: ACTION_MARCHHELICO(2x);auto:table_blupi;62
blupi000.blp;ACTION_MARCHHELICO;2;63;1;363;846;45;60;also used by: ACTION_MARCHHELICO(1x);auto:table_blupi;63
blupi000.blp;ACTION_MARCHHELICO;3;64;1;177;668;47;59;;auto:table_blupi;64
blupi000.blp;ACTION_MARCHHELICO;6;65;1;86;668;45;59;also used by: ACTION_MARCHHELICO(1x);auto:table_blupi;65
blupi000.blp;ACTION_MARCHHELICO;7;66;1;498;846;46;60;;auto:table_blupi;66
blupi000.blp;?;1;67;1;731;846;48;60;;auto:table_icon_blupi;67
blupi000.blp;?;1;68;1;408;846;45;60;;auto:table_icon_blupi;68
blupi000.blp;?;1;69;1;131;668;46;59;;auto:table_icon_blupi;69
blupi000.blp;?;1;70;1;636;846;47;60;;auto:table_icon_blupi;70
blupi000.blp;?;1;71;1;544;846;46;60;;auto:table_icon_blupi;71
blupi000.blp;ACTION_TURNHELICO;1;72;1;590;846;46;60;also used by: ACTION_TURNHELICO(1x);auto:table_blupi;72
blupi000.blp;ACTION_TURNHELICO;3;73;1;691;609;41;59;also used by: ACTION_TURNHELICO(1x);auto:table_blupi;73
blupi000.blp;ACTION_TURNHELICO;5;74;1;321;846;42;60;also used by: ACTION_TURNHELICO(1x);auto:table_blupi;74
blupi000.blp;ACTION_TURNHELICO;7;75;1;0;668;43;59;also used by: ACTION_TURNHELICO(1x);auto:table_blupi;75
blupi000.blp;ACTION_TURNHELICO;9;76;1;453;846;45;60;also used by: ACTION_TURNHELICO(1x);auto:table_blupi;76
blupi000.blp;ACTION_STOPNAGE;1;77;1;47;57;47;32;stopped in deep water | also used by: ACTION_STOPNAGE(5x), ACTION_MARCHNAGE(2x), ACTION_DROWN(46x);auto:table_blupi;77
blupi000.blp;ACTION_STOPNAGE;7;78;1;141;57;48;32;stopped in deep water | also used by: ACTION_STOPNAGE(3x), ACTION_MARCHNAGE(2x);auto:table_blupi;78
blupi000.blp;ACTION_MARCHNAGE;5;79;1;635;57;57;32;swimming in deep water | also used by: ACTION_MARCHNAGE(1x);auto:table_blupi;79
blupi000.blp;ACTION_MARCHNAGE;7;80;1;333;57;49;32;swimming in deep water | also used by: ACTION_MARCHNAGE(1x), ACTION_DROWN(4x);auto:table_blupi;80
blupi000.blp;ACTION_MARCHNAGE;9;81;1;382;57;49;32;swimming in deep water | also used by: ACTION_MARCHNAGE(1x);auto:table_blupi;81
blupi000.blp;ACTION_MARCHNAGE;11;82;1;189;57;48;32;swimming in deep water | also used by: ACTION_MARCHNAGE(1x);auto:table_blupi;82
blupi000.blp;?;1;83;1;719;25;46;32;;auto:table_icon_blupi;83
blupi000.blp;?;1;84;1;237;57;48;32;;auto:table_icon_blupi;84
blupi000.blp;?;1;85;1;692;57;58;32;;auto:table_icon_blupi;85
blupi000.blp;?;1;86;1;431;57;49;32;;auto:table_icon_blupi;86
blupi000.blp;?;1;87;1;285;57;48;32;;auto:table_icon_blupi;87
blupi000.blp;?;1;88;1;94;57;47;32;;auto:table_icon_blupi;88
blupi000.blp;ACTION_TURNNAGE;1;89;1;480;57;49;32;turning in deep water | also used by: ACTION_TURNNAGE(1x);auto:table_blupi;89
blupi000.blp;ACTION_TURNNAGE;3;90;1;532;25;53;31;turning in deep water | also used by: ACTION_TURNNAGE(1x);auto:table_blupi;90
blupi000.blp;ACTION_TURNNAGE;5;91;1;529;57;52;32;turning in deep water | also used by: ACTION_TURNNAGE(1x);auto:table_blupi;91
blupi000.blp;ACTION_TURNNAGE;7;92;1;581;57;54;32;turning in deep water | also used by: ACTION_TURNNAGE(1x);auto:table_blupi;92
blupi000.blp;ACTION_TURNNAGE;9;93;1;585;25;60;31;turning in deep water | also used by: ACTION_TURNNAGE(1x);auto:table_blupi;93
blupi000.blp;ACTION_STOPSURF;1;94;1;180;137;31;48;stopped on water surface | also used by: ACTION_STOPSURF(1x), ACTION_MARCHSURF(2x), ACTION_DROWN(9x);auto:table_blupi;94
blupi000.blp;ACTION_STOPSURF;3;95;1;234;185;32;49;stopped on water surface | also used by: ACTION_STOPSURF(1x), ACTION_MARCHSURF(2x), ACTION_DROWN(12x);auto:table_blupi;95
blupi000.blp;ACTION_STOPSURF;5;96;1;654;234;32;50;stopped on water surface | also used by: ACTION_STOPSURF(1x), ACTION_MARCHSURF(2x), ACTION_DROWN(2x);auto:table_blupi;96
blupi000.blp;ACTION_STOPSURF;7;97;1;0;335;32;51;stopped on water surface | also used by: ACTION_STOPSURF(1x), ACTION_MARCHSURF(2x), ACTION_DROWN(6x);auto:table_blupi;97
blupi000.blp;ACTION_STOPSURF;9;98;1;582;335;32;52;stopped on water surface | also used by: ACTION_STOPSURF(1x), ACTION_MARCHSURF(2x), ACTION_DROWN(7x);auto:table_blupi;98
blupi000.blp;ACTION_STOPSURF;11;99;1;543;387;31;53;stopped on water surface | also used by: ACTION_STOPSURF(1x), ACTION_MARCHSURF(2x), ACTION_DROWN(4x);auto:table_blupi;99
blupi000.blp;?;1;100;1;337;137;32;48;;auto:table_icon_blupi;100
blupi000.blp;?;1;101;1;266;185;32;49;;auto:table_icon_blupi;101
blupi000.blp;?;1;102;1;686;234;32;50;;auto:table_icon_blupi;102
blupi000.blp;?;1;103;1;32;335;32;51;;auto:table_icon_blupi;103
blupi000.blp;?;1;104;1;551;335;31;52;;auto:table_icon_blupi;104
blupi000.blp;?;1;105;1;574;387;32;53;;auto:table_icon_blupi;105
blupi000.blp;ACTION_TURNSURF;1;106;1;638;185;37;49;turning at water surface | also used by: ACTION_TURNSURF(1x);auto:table_blupi;106
blupi000.blp;ACTION_TURNSURF;3;107;1;596;284;48;50;turning at water surface | also used by: ACTION_TURNSURF(1x);auto:table_blupi;107
blupi000.blp;ACTION_TURNSURF;5;108;1;486;387;57;52;turning at water surface | also used by: ACTION_TURNSURF(1x);auto:table_blupi;108
blupi000.blp;ACTION_TURNSURF;7;109;1;117;440;52;53;turning at water surface | also used by: ACTION_TURNSURF(1x);auto:table_blupi;109
blupi000.blp;ACTION_TURNSURF;9;110;1;606;387;39;53;turning at water surface | also used by: ACTION_TURNSURF(1x);auto:table_blupi;110
blupi000.blp;ACTION_STOPJEEP;3;111;1;603;440;56;54;also used by: ACTION_STOPJEEP(1x), ACTION_MARCHJEEP(2x);auto:table_blupi;111
blupi000.blp;ACTION_STOPJEEP;1;112;1;498;335;53;51;also used by: ACTION_STOPJEEP(3x), ACTION_MARCHJEEP(4x);auto:table_blupi;112
blupi000.blp;ACTION_STOPJEEP;7;113;1;659;440;56;54;also used by: ACTION_STOPJEEP(1x), ACTION_MARCHJEEP(2x), ACTION_TURNJEEP(1x);auto:table_blupi;113
blupi000.blp;ACTION_TURNJEEP;2;114;1;715;440;58;54;;auto:table_blupi;114
blupi000.blp;ACTION_TURNJEEP;3;115;1;330;440;54;54;;auto:table_blupi;115
blupi000.blp;ACTION_TURNJEEP;4;116;1;289;440;41;54;;auto:table_blupi;116
blupi000.blp;ACTION_TURNJEEP;5;117;1;438;440;55;54;;auto:table_blupi;117
blupi000.blp;ACTION_TURNJEEP;6;118;1;0;494;58;54;;auto:table_blupi;118
blupi000.blp;ACTION_TURNJEEP;7;119;1;493;440;55;54;;auto:table_blupi;119
blupi000.blp;?;1;120;1;384;440;54;54;;auto:table_icon_blupi;120
blupi000.blp;?;1;121;1;548;440;55;54;;auto:table_icon_blupi;121
blupi000.blp;ACTION_POP;6;122;1;36;387;37;52;pulling a case;auto:table_blupi;122
blupi000.blp;ACTION_POP;5;123;1;675;185;38;49;pulling a case | also used by: ACTION_STOPPOP(3x);auto:table_blupi;123
blupi000.blp;ACTION_POP;4;124;1;713;185;38;49;pulling a case;auto:table_blupi;124
blupi000.blp;ACTION_POP;3;125;1;287;284;39;50;pulling a case;auto:table_blupi;125
blupi000.blp;ACTION_POP;2;126;1;706;137;37;48;pulling a case | also used by: ACTION_STOPPOP(3x);auto:table_blupi;126
blupi000.blp;ACTION_POP;1;127;1;211;284;38;50;pulling a case;auto:table_blupi;127
blupi000.blp;?;1;128;1;184;387;38;52;;auto:table_icon_blupi;128
blupi000.blp;?;1;129;1;751;185;38;49;;auto:table_icon_blupi;129
blupi000.blp;?;1;130;1;0;234;38;49;;auto:table_icon_blupi;130
blupi000.blp;?;1;131;1;326;284;39;50;;auto:table_icon_blupi;131
blupi000.blp;?;1;132;1;743;137;37;48;;auto:table_icon_blupi;132
blupi000.blp;?;1;133;1;249;284;38;50;;auto:table_icon_blupi;133
blupi000.blp;ACTION_STOP;63;134;1;298;185;32;49;stand still | part of a 330-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOP(13x), ACTION_MOCKERY(6x), ACTION_MOCKERYi(6x);auto:table_blupi;134
blupi000.blp;?;1;135;1;641;91;32;46;;auto:table_icon_blupi;135
blupi000.blp;ACTION_STOP;111;136;1;673;91;32;46;stand still | part of a 330-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOP(9x), ACTION_JUMPAIE(2x), ACTION_OUF3(4x), ACTION_OUF4(4x);auto:table_blupi;136
blupi000.blp;ACTION_STOP;113;137;1;78;185;31;49;stand still | part of a 330-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOP(7x), ACTION_OUF3(4x), ACTION_OUF4(4x);auto:table_blupi;137
blupi000.blp;ACTION_STOP;115;138;1;428;185;33;49;stand still | part of a 330-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOP(69x), ACTION_OUF3(4x), ACTION_OUF4(4x);auto:table_blupi;138
blupi000.blp;ACTION_STOP;123;139;1;461;185;33;49;stand still | part of a 330-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOP(31x);auto:table_blupi;139
blupi000.blp;?;1;140;1;705;91;32;46;;auto:table_icon_blupi;140
blupi000.blp;?;1;141;1;109;185;31;49;;auto:table_icon_blupi;141
blupi000.blp;?;1;142;1;494;185;33;49;;auto:table_icon_blupi;142
blupi000.blp;?;1;143;1;330;185;32;49;;auto:table_icon_blupi;143
blupi000.blp;ACTION_STOPSUSPEND;115;144;1;87;551;46;57;stopped on bars | part of a 328-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSUSPEND(9x), ACTION_MARCHSUSPEND(2x);auto:table_blupi;144
blupi000.blp;ACTION_STOPSUSPEND;113;145;1;0;846;33;60;stopped on bars | part of a 328-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSUSPEND(7x), ACTION_MARCHSUSPEND(4x);auto:table_blupi;145
blupi000.blp;ACTION_MARCHSUSPEND;3;146;1;599;786;31;60;moving on bars | also used by: ACTION_MARCHSUSPEND(3x);auto:table_blupi;146
blupi000.blp;ACTION_MARCHSUSPEND;5;147;1;730;494;42;57;moving on bars | also used by: ACTION_MARCHSUSPEND(1x);auto:table_blupi;147
blupi000.blp;?;1;148;1;42;551;45;57;;auto:table_icon_blupi;148
blupi000.blp;?;1;149;1;33;846;33;60;;auto:table_icon_blupi;149
blupi000.blp;?;1;150;1;630;786;31;60;;auto:table_icon_blupi;150
blupi000.blp;?;1;151;1;0;551;42;57;;auto:table_icon_blupi;151
blupi000.blp;ACTION_STOPSUSPEND;117;152;1;574;494;36;57;stopped on bars | part of a 328-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSUSPEND(11x), ACTION_TURNSUSPEND(2x);auto:table_blupi;152
blupi000.blp;ACTION_TURNSUSPEND;3;153;1;188;551;31;58;turning on bars | also used by: ACTION_TURNSUSPEND(1x);auto:table_blupi;153
blupi000.blp;ACTION_TURNSUSPEND;5;154;1;610;494;38;57;turning on bars | also used by: ACTION_TURNSUSPEND(1x);auto:table_blupi;154
blupi000.blp;ACTION_TURNSUSPEND;7;155;1;661;786;32;60;turning on bars | also used by: ACTION_TURNSUSPEND(1x);auto:table_blupi;155
blupi000.blp;ACTION_TURNSUSPEND;9;156;1;693;786;32;60;turning on bars | also used by: ACTION_TURNSUSPEND(1x);auto:table_blupi;156
blupi000.blp;ACTION_STOPSUSPEND;1;157;1;165;846;34;60;stopped on bars | part of a 328-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSUSPEND(43x);auto:table_blupi;157
blupi000.blp;ACTION_STOPSUSPEND;5;158;1;66;846;33;60;stopped on bars | part of a 328-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSUSPEND(91x), ACTION_JUMPSUSPEND(2x);auto:table_blupi;158
blupi000.blp;ACTION_STOPSUSPEND;9;159;1;725;786;32;60;stopped on bars | part of a 328-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSUSPEND(43x);auto:table_blupi;159
blupi000.blp;?;1;160;1;99;846;33;60;;auto:table_icon_blupi;160
blupi000.blp;?;1;161;1;132;846;33;60;;auto:table_icon_blupi;161
blupi000.blp;?;1;162;1;757;786;32;60;;auto:table_icon_blupi;162
blupi000.blp;ACTION_STOPSUSPEND;119;163;1;239;846;41;60;stopped on bars | part of a 328-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSUSPEND(33x);auto:table_blupi;163
blupi000.blp;ACTION_STOPSUSPEND;121;164;1;280;846;41;60;stopped on bars | part of a 328-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSUSPEND(55x);auto:table_blupi;164
blupi000.blp;ACTION_STOPSUSPEND;123;165;1;199;846;40;60;stopped on bars | part of a 328-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSUSPEND(27x);auto:table_blupi;165
blupi000.blp;ACTION_JUMPSUSPEND;3;166;1;178;494;32;55;pulling up from bars | also used by: ACTION_JUMPSUSPEND(3x);auto:table_blupi;166
blupi000.blp;ACTION_JUMPSUSPEND;7;167;1;64;335;32;51;pulling up from bars | also used by: ACTION_JUMPSUSPEND(3x);auto:table_blupi;167
blupi000.blp;?;1;168;1;378;494;32;56;;auto:table_icon_blupi;168
blupi000.blp;ACTION_GLU;1;169;1;675;284;31;51;glued | also used by: ACTION_GLU(6x);auto:table_blupi;169
blupi000.blp;ACTION_AIR;1;170;1;466;137;33;48;also used by: ACTION_VERTIGO(1x), ACTION_GLU(10x);auto:table_blupi;170
blupi000.blp;ACTION_AIR;3;171;1;369;137;32;48;also used by: ACTION_AIR(1x), ACTION_VERTIGO(1x), ACTION_GLU(6x);auto:table_blupi;171
blupi000.blp;ACTION_VERTIGO;6;172;1;751;234;33;50;"whoops" | also used by: ACTION_GLU(2x);auto:table_blupi;172
blupi000.blp;ACTION_VERTIGO;8;173;1;499;137;33;48;"whoops";auto:table_blupi;173
blupi000.blp;?;1;174;1;532;137;33;48;;auto:table_icon_blupi;174
blupi000.blp;?;1;175;1;401;137;32;48;;auto:table_icon_blupi;175
blupi000.blp;?;1;176;1;0;284;33;50;;auto:table_icon_blupi;176
blupi000.blp;?;1;177;1;565;137;33;48;;auto:table_icon_blupi;177
blupi000.blp;ACTION_JUMPAIE;2;178;1;211;137;31;48;headache | also used by: ACTION_JUMPAIE(3x);auto:table_blupi;178
blupi000.blp;ACTION_JUMPAIE;4;179;1;634;137;36;48;headache | also used by: ACTION_JUMPAIE(7x);auto:table_blupi;179
blupi000.blp;ACTION_JUMPAIE;6;180;1;109;137;41;47;headache | also used by: ACTION_JUMPAIE(11x);auto:table_blupi;180
blupi000.blp;ACTION_JUMPAIE;8;181;1;670;137;36;48;headache | also used by: ACTION_JUMPAIE(5x);auto:table_blupi;181
blupi000.blp;?;1;182;1;150;137;30;48;;auto:table_icon_blupi;182
blupi000.blp;ACTION_STOPSKATE;1;183;1;645;387;39;53;part of a 140-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSKATE(44x), ACTION_MARCHSKATE(66x);auto:table_blupi;183
blupi000.blp;ACTION_MARCHSKATE;2;184;1;222;387;39;52;part of a 96-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_MARCHSKATE(5x);auto:table_blupi;184
blupi000.blp;ACTION_MARCHSKATE;3;185;1;38;234;39;49;part of a 96-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_MARCHSKATE(5x);auto:table_blupi;185
blupi000.blp;ACTION_MARCHSKATE;4;186;1;0;185;39;48;part of a 96-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_MARCHSKATE(5x);auto:table_blupi;186
blupi000.blp;ACTION_MARCHSKATE;5;187;1;77;234;39;49;part of a 96-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_MARCHSKATE(5x);auto:table_blupi;187
blupi000.blp;ACTION_MARCHSKATE;6;188;1;203;335;39;51;part of a 96-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_MARCHSKATE(5x);auto:table_blupi;188
blupi000.blp;?;1;189;1;684;387;39;53;;auto:table_icon_blupi;189
blupi000.blp;?;1;190;1;261;387;39;52;;auto:table_icon_blupi;190
blupi000.blp;?;1;191;1;116;234;39;49;;auto:table_icon_blupi;191
blupi000.blp;?;1;192;1;39;185;39;48;;auto:table_icon_blupi;192
blupi000.blp;?;1;193;1;155;234;39;49;;auto:table_icon_blupi;193
blupi000.blp;?;1;194;1;242;335;39;51;;auto:table_icon_blupi;194
blupi000.blp;ACTION_STOPSKATE;21;195;1;253;551;38;58;part of a 140-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSKATE(6x), ACTION_TURNSKATE(1x);auto:table_blupi;195
blupi000.blp;ACTION_STOPSKATE;52;196;1;443;551;41;58;part of a 140-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSKATE(3x), ACTION_TURNSKATE(1x);auto:table_blupi;196
blupi000.blp;ACTION_STOPSKATE;53;197;1;224;668;47;59;part of a 140-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSKATE(9x), ACTION_TURNSKATE(1x);auto:table_blupi;197
blupi000.blp;ACTION_STOPSKATE;54;198;1;615;551;49;58;part of a 140-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSKATE(17x), ACTION_TURNSKATE(1x);auto:table_blupi;198
blupi000.blp;ACTION_STOPSKATE;55;199;1;539;609;38;59;part of a 140-entry table_blupi record - likely a state lookup, not a plain animation sequence | also used by: ACTION_STOPSKATE(9x), ACTION_TURNSKATE(1x);auto:table_blupi;199
blupi000.blp;ACTION_TURNSKATE;6;200;1;577;609;38;59;;auto:table_blupi;200
blupi000.blp;ACTION_TURNSKATE;7;201;1;291;551;38;58;;auto:table_blupi;201
blupi000.blp;?;1;202;1;329;551;38;58;;auto:table_icon_blupi;202
blupi000.blp;?;1;203;1;484;551;41;58;;auto:table_icon_blupi;203
